cardId,year,name,playerType,split,field,sourceUrl,sourceIdentity,reference,before,after
318,2004,김동수,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/318f.jpg,SEASON_5e12023342af28383662,59,51,59
318,2004,김동수,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/318f.jpg,SEASON_5e12023342af28383662,72,59,76
318,2004,김동수,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/318f.jpg,SEASON_5e12023342af28383662,58,54,61
415,2000,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/415f.jpg,SEASON_13fdbe1dcbf4ecc5152b,4,4,4
415,2000,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/415f.jpg,SEASON_13fdbe1dcbf4ecc5152b,54,34,53
415,2000,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/415f.jpg,SEASON_13fdbe1dcbf4ecc5152b,53,34,53
415,2000,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/415f.jpg,SEASON_13fdbe1dcbf4ecc5152b,53,55,55
415,2000,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/415f.jpg,SEASON_13fdbe1dcbf4ecc5152b,68,55,55
415,2000,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/415f.jpg,SEASON_13fdbe1dcbf4ecc5152b,61,40,56
416,2001,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/416f.jpg,SEASON_b7414b6e709bb7d988e2,4,6,6
416,2001,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/416f.jpg,SEASON_b7414b6e709bb7d988e2,60,44,60
416,2001,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/416f.jpg,SEASON_b7414b6e709bb7d988e2,62,38,56
416,2001,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/416f.jpg,SEASON_b7414b6e709bb7d988e2,40,46,57
416,2001,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/416f.jpg,SEASON_b7414b6e709bb7d988e2,74,56,73
416,2001,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/416f.jpg,SEASON_b7414b6e709bb7d988e2,56,47,59
420,2005,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/420f.jpg,SEASON_3f2085f1be40a06d57d2,4,6,6
420,2005,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/420f.jpg,SEASON_3f2085f1be40a06d57d2,58,37,55
420,2005,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/420f.jpg,SEASON_3f2085f1be40a06d57d2,66,43,59
420,2005,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/420f.jpg,SEASON_3f2085f1be40a06d57d2,43,48,57
420,2005,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/420f.jpg,SEASON_3f2085f1be40a06d57d2,72,56,74
420,2005,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/420f.jpg,SEASON_3f2085f1be40a06d57d2,68,45,58
603,2000,김정민,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/603f.jpg,SEASON_2e59f0d1540b7137770e,4,4,4
603,2000,김정민,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/603f.jpg,SEASON_2e59f0d1540b7137770e,54,36,54
603,2000,김정민,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/603f.jpg,SEASON_2e59f0d1540b7137770e,52,33,52
603,2000,김정민,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/603f.jpg,SEASON_2e59f0d1540b7137770e,60,55,55
603,2000,김정민,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/603f.jpg,SEASON_2e59f0d1540b7137770e,66,55,55
603,2000,김정민,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/603f.jpg,SEASON_2e59f0d1540b7137770e,58,47,59
1611,2001,양용모,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/1611f.jpg,SEASON_270520e968aea0a6ba34,4,4,4
1611,2001,양용모,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/1611f.jpg,SEASON_270520e968aea0a6ba34,55,33,52
1611,2001,양용모,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/1611f.jpg,SEASON_270520e968aea0a6ba34,50,30,51
1611,2001,양용모,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/1611f.jpg,SEASON_270520e968aea0a6ba34,71,73,73
1611,2001,양용모,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/1611f.jpg,SEASON_270520e968aea0a6ba34,67,55,73
1611,2001,양용모,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/1611f.jpg,SEASON_270520e968aea0a6ba34,55,42,57
3562,2009,용덕한,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3562f.jpg,SEASON_670e56ecf5761b13ca7e,4,4,4
3562,2009,용덕한,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3562f.jpg,SEASON_670e56ecf5761b13ca7e,47,36,54
3562,2009,용덕한,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3562f.jpg,SEASON_670e56ecf5761b13ca7e,49,30,51
3562,2009,용덕한,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3562f.jpg,SEASON_670e56ecf5761b13ca7e,40,48,57
3562,2009,용덕한,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3562f.jpg,SEASON_670e56ecf5761b13ca7e,73,66,79
3562,2009,용덕한,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3562f.jpg,SEASON_670e56ecf5761b13ca7e,47,43,57
2863,2004,최기문,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2863f.jpg,SEASON_bf8cce7a8b54640a896a,4,6,6
2863,2004,최기문,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2863f.jpg,SEASON_bf8cce7a8b54640a896a,65,51,64
2863,2004,최기문,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2863f.jpg,SEASON_bf8cce7a8b54640a896a,51,37,55
2863,2004,최기문,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2863f.jpg,SEASON_bf8cce7a8b54640a896a,63,62,66
2863,2004,최기문,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2863f.jpg,SEASON_bf8cce7a8b54640a896a,67,69,81
2863,2004,최기문,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2863f.jpg,SEASON_bf8cce7a8b54640a896a,57,58,63
3263,2009,강귀태,Hitter,Validation,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3263f.jpg,SEASON_188053b5b22597ec05a2,5,5,5
3263,2009,강귀태,Hitter,Validation,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3263f.jpg,SEASON_188053b5b22597ec05a2,56,38,56
3263,2009,강귀태,Hitter,Validation,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3263f.jpg,SEASON_188053b5b22597ec05a2,52,33,52
3263,2009,강귀태,Hitter,Validation,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3263f.jpg,SEASON_188053b5b22597ec05a2,52,51,60
3263,2009,강귀태,Hitter,Validation,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3263f.jpg,SEASON_188053b5b22597ec05a2,70,59,76
3263,2009,강귀태,Hitter,Validation,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3263f.jpg,SEASON_188053b5b22597ec05a2,54,47,59
3265,2009,강민호,Hitter,Holdout,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3265f.jpg,SEASON_7b5f7138c7cc378f5dbf,5,6,6
3265,2009,강민호,Hitter,Holdout,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3265f.jpg,SEASON_7b5f7138c7cc378f5dbf,56,41,58
3265,2009,강민호,Hitter,Holdout,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3265f.jpg,SEASON_7b5f7138c7cc378f5dbf,69,44,60
3265,2009,강민호,Hitter,Holdout,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3265f.jpg,SEASON_7b5f7138c7cc378f5dbf,39,47,57
3265,2009,강민호,Hitter,Holdout,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3265f.jpg,SEASON_7b5f7138c7cc378f5dbf,71,53,72
3265,2009,강민호,Hitter,Holdout,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3265f.jpg,SEASON_7b5f7138c7cc378f5dbf,64,53,61
92,2001,강인권,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/92f.jpg,SEASON_3d0643a4ae24c331821b,5,5,5
92,2001,강인권,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/92f.jpg,SEASON_3d0643a4ae24c331821b,58,37,55
92,2001,강인권,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/92f.jpg,SEASON_3d0643a4ae24c331821b,63,39,56
92,2001,강인권,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/92f.jpg,SEASON_3d0643a4ae24c331821b,64,49,58
92,2001,강인권,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/92f.jpg,SEASON_3d0643a4ae24c331821b,67,48,69
92,2001,강인권,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/92f.jpg,SEASON_3d0643a4ae24c331821b,63,51,60
316,2002,김동수,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/316f.jpg,SEASON_1eafc90c319a71329dc0,5,6,6
316,2002,김동수,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/316f.jpg,SEASON_1eafc90c319a71329dc0,59,40,57
316,2002,김동수,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/316f.jpg,SEASON_1eafc90c319a71329dc0,69,49,63
316,2002,김동수,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/316f.jpg,SEASON_1eafc90c319a71329dc0,57,48,58
316,2002,김동수,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/316f.jpg,SEASON_1eafc90c319a71329dc0,73,56,74
316,2002,김동수,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/316f.jpg,SEASON_1eafc90c319a71329dc0,67,53,61
319,2005,김동수,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/319f.jpg,SEASON_b8c60fa39955452c8d89,5,5,5
319,2005,김동수,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/319f.jpg,SEASON_b8c60fa39955452c8d89,58,30,50
319,2005,김동수,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/319f.jpg,SEASON_b8c60fa39955452c8d89,68,46,61
319,2005,김동수,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/319f.jpg,SEASON_b8c60fa39955452c8d89,60,51,59
319,2005,김동수,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/319f.jpg,SEASON_b8c60fa39955452c8d89,71,52,71
319,2005,김동수,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/319f.jpg,SEASON_b8c60fa39955452c8d89,65,42,57
417,2002,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/417f.jpg,SEASON_4a5060ae89f319baab44,5,6,6
417,2002,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/417f.jpg,SEASON_4a5060ae89f319baab44,58,33,52
417,2002,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/417f.jpg,SEASON_4a5060ae89f319baab44,64,38,55
417,2002,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/417f.jpg,SEASON_4a5060ae89f319baab44,63,51,59
417,2002,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/417f.jpg,SEASON_4a5060ae89f319baab44,70,57,74
417,2002,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/417f.jpg,SEASON_4a5060ae89f319baab44,63,41,56
418,2003,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/418f.jpg,SEASON_5663094db2c448825a5c,5,7,7
418,2003,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/418f.jpg,SEASON_5663094db2c448825a5c,66,54,67
418,2003,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/418f.jpg,SEASON_5663094db2c448825a5c,64,45,61
418,2003,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/418f.jpg,SEASON_5663094db2c448825a5c,61,51,59
418,2003,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/418f.jpg,SEASON_5663094db2c448825a5c,71,57,74
418,2003,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/418f.jpg,SEASON_5663094db2c448825a5c,60,57,63
419,2004,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/419f.jpg,SEASON_3f692b4033a93a25d673,5,7,7
419,2004,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/419f.jpg,SEASON_3f692b4033a93a25d673,63,49,63
419,2004,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/419f.jpg,SEASON_3f692b4033a93a25d673,66,46,61
419,2004,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/419f.jpg,SEASON_3f692b4033a93a25d673,60,50,59
419,2004,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/419f.jpg,SEASON_3f692b4033a93a25d673,71,58,75
419,2004,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/419f.jpg,SEASON_3f692b4033a93a25d673,61,54,61
421,2006,김상훈,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/421f.jpg,SEASON_1a0e94b7053489df7a76,5,6,6
421,2006,김상훈,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/421f.jpg,SEASON_1a0e94b7053489df7a76,61,40,57
421,2006,김상훈,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/421f.jpg,SEASON_1a0e94b7053489df7a76,51,36,54
421,2006,김상훈,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/421f.jpg,SEASON_1a0e94b7053489df7a76,56,49,58
421,2006,김상훈,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/421f.jpg,SEASON_1a0e94b7053489df7a76,73,58,75
421,2006,김상훈,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/421f.jpg,SEASON_1a0e94b7053489df7a76,65,50,60
987,2005,박경완,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/987f.jpg,SEASON_b4519e12e53a5ebf1283,5,7,7
987,2005,박경완,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/987f.jpg,SEASON_b4519e12e53a5ebf1283,60,42,58
987,2005,박경완,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/987f.jpg,SEASON_b4519e12e53a5ebf1283,69,52,65
987,2005,박경완,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/987f.jpg,SEASON_b4519e12e53a5ebf1283,54,49,58
987,2005,박경완,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/987f.jpg,SEASON_b4519e12e53a5ebf1283,73,62,77
987,2005,박경완,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/987f.jpg,SEASON_b4519e12e53a5ebf1283,66,60,64
3424,2009,박경완,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3424f.jpg,SEASON_3e07012ba134e52953b3,5,6,6
3424,2009,박경완,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3424f.jpg,SEASON_3e07012ba134e52953b3,56,43,59
3424,2009,박경완,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3424f.jpg,SEASON_3e07012ba134e52953b3,69,51,65
3424,2009,박경완,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3424f.jpg,SEASON_3e07012ba134e52953b3,52,52,60
3424,2009,박경완,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3424f.jpg,SEASON_3e07012ba134e52953b3,75,64,78
3424,2009,박경완,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3424f.jpg,SEASON_3e07012ba134e52953b3,50,57,63
3513,2009,신경현,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3513f.jpg,SEASON_9373069d79695004fb0e,5,4,4
3513,2009,신경현,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3513f.jpg,SEASON_9373069d79695004fb0e,52,39,56
3513,2009,신경현,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3513f.jpg,SEASON_9373069d79695004fb0e,49,31,51
3513,2009,신경현,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3513f.jpg,SEASON_9373069d79695004fb0e,39,48,58
3513,2009,신경현,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3513f.jpg,SEASON_9373069d79695004fb0e,72,45,68
3513,2009,신경현,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/3513f.jpg,SEASON_9373069d79695004fb0e,54,52,61
2697,2000,조인성,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2697f.jpg,SEASON_00bec8214140cef00cc1,5,4,4
2697,2000,조인성,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2697f.jpg,SEASON_00bec8214140cef00cc1,58,32,51
2697,2000,조인성,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2697f.jpg,SEASON_00bec8214140cef00cc1,61,35,54
2697,2000,조인성,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2697f.jpg,SEASON_00bec8214140cef00cc1,60,55,55
2697,2000,조인성,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2697f.jpg,SEASON_00bec8214140cef00cc1,68,55,55
2697,2000,조인성,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2697f.jpg,SEASON_00bec8214140cef00cc1,66,42,56
2698,2001,조인성,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2698f.jpg,SEASON_ce8d1ab4853ecd96bd0d,5,5,5
2698,2001,조인성,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2698f.jpg,SEASON_ce8d1ab4853ecd96bd0d,59,38,56
2698,2001,조인성,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2698f.jpg,SEASON_ce8d1ab4853ecd96bd0d,62,39,56
2698,2001,조인성,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2698f.jpg,SEASON_ce8d1ab4853ecd96bd0d,55,49,58
2698,2001,조인성,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2698f.jpg,SEASON_ce8d1ab4853ecd96bd0d,69,56,74
2698,2001,조인성,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2698f.jpg,SEASON_ce8d1ab4853ecd96bd0d,66,45,58
2699,2002,조인성,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2699f.jpg,SEASON_20eca26cf84ab2c6a3fa,5,7,7
2699,2002,조인성,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2699f.jpg,SEASON_20eca26cf84ab2c6a3fa,64,50,64
2699,2002,조인성,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2699f.jpg,SEASON_20eca26cf84ab2c6a3fa,67,48,62
2699,2002,조인성,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2699f.jpg,SEASON_20eca26cf84ab2c6a3fa,65,51,59
2699,2002,조인성,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2699f.jpg,SEASON_20eca26cf84ab2c6a3fa,69,50,70
2699,2002,조인성,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2699f.jpg,SEASON_20eca26cf84ab2c6a3fa,68,52,61
2700,2003,조인성,Hitter,Train,Cost,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2700f.jpg,SEASON_cd75f8ae469e46d582db,5,8,8
2700,2003,조인성,Hitter,Train,Contact,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2700f.jpg,SEASON_cd75f8ae469e46d582db,62,46,61
2700,2003,조인성,Hitter,Train,Power,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2700f.jpg,SEASON_cd75f8ae469e46d582db,75,61,71
2700,2003,조인성,Hitter,Train,Speed,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2700f.jpg,SEASON_cd75f8ae469e46d582db,43,46,56
2700,2003,조인성,Hitter,Train,Defense,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2700f.jpg,SEASON_cd75f8ae469e46d582db,69,55,73
2700,2003,조인성,Hitter,Train,BatterMental,https://img.inven.co.kr/image/site_image/bm/dataninfo/playercard/2700f.jpg,SEASON_cd75f8ae469e46d582db,70,48,59
