"ReferenceCardId","Year","PlayerName","CardType","DataVersion","PlayerSeasonId","ReferenceCost","PreviousReportCost","CurrentCost","Delta","YearSplit","TeamSplit","SourceUrl"
"PM_f3767f1d8fd660bb5ab1","1995","안경현","Unknown","OriginalObserved2011","SEASON_f2046b62d76d1915489d","6","6","6","0","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_540d640c356b767cde87","1995","이광우","Unknown","OriginalObserved2011","SEASON_933246d0e8c4229ff6e6","4","3","2","-2","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_06bb7c606c4279364861","1995","이도형","Unknown","OriginalObserved2011","SEASON_9da1b5a26a412ecc7fb4","7","7","8","1","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_154ae7bbe00777d7296e","1995","이명수","Unknown","OriginalObserved2011","SEASON_8b882c4eb6357be025a1","7","7","8","1","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_79a3f46c893ee0b0aa51","1995","이용호","Unknown","OriginalObserved2011","SEASON_41c305986e2b139689e4","7","8","8","1","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_831ddae98287335a05a0","1995","장원진","Unknown","OriginalObserved2011","SEASON_ea0bba60446a206ab59c","7","7","8","1","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_17a82adfa1a7860bad20","1995","장호연","Unknown","OriginalObserved2011","SEASON_ff3d2d9a341793a947e1","5","6","6","1","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e9332cae2cf7a93ba2a6","1995","진필중","Unknown","OriginalObserved2011","SEASON_3d8d42e0bd918bc47441","6","8","8","2","Train","Holdout","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_dc32d670b1149fe4551b","1996","김광림","Unknown","OriginalObserved2011","SEASON_919592fa426e74abc25f","8","8","8","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e9db07c04e6ef38033ab","1996","김기덕","Unknown","OriginalObserved2011","SEASON_f1bddb545f39f60ea0fd","6","8","9","3","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_9e7031b1f64cf8d786af","1996","김기태","Unknown","OriginalObserved2011","SEASON_0167aad4022a02b4a04c","7","6","8","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_c2613080564ccad02896","1996","김민국","Unknown","OriginalObserved2011","SEASON_29cc98ec13c8cfa6b2dc","5","6","6","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_b3ff6ca7541c0ae7089f","1996","김실","Unknown","OriginalObserved2011","SEASON_e30bb6608297beb67b76","7","8","8","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_596035937daadf89af84","1996","김원형","Unknown","OriginalObserved2011","SEASON_fca03ea515ae26d25b25","6","8","8","2","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_46857111bf18ee4a4a40","1996","김현욱","Unknown","OriginalObserved2011","SEASON_6a7567bcf1f743556f7e","6","8","8","2","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_29ae6c9dfcbc78bf63db","1996","김호","Unknown","OriginalObserved2011","SEASON_205a614714986343713a","6","6","6","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_939ef45dcc36f3bef38c","1996","박경완","Unknown","OriginalObserved2011","SEASON_2fcc65c546815e8bfe72","7","8","8","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_dfbdb8e36223a1ae074d","1996","박노준","Unknown","OriginalObserved2011","SEASON_70cd96faf63fb1587f77","6","4","6","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_2c78ee70e5076aa1aff2","1996","박성기","Unknown","OriginalObserved2011","SEASON_8fce95038e8f30ea0702","6","8","8","2","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_5630cba23f15528af125","1996","박주언","Unknown","OriginalObserved2011","SEASON_a4d9ff86fb6bf45c06fe","5","6","6","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_bbe7aa4228f105baf003","1996","석수철","Unknown","OriginalObserved2011","SEASON_b09746902d797035bef7","6","6","6","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_1f2700b5db7ca2519b03","1996","성영재","Unknown","OriginalObserved2011","SEASON_c4afb33b71abf2c9e681","8","9","9","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_304c3f6b0200ead2fcf0","1996","심성보","Unknown","OriginalObserved2011","SEASON_1d6ad0d3b9e5aaefe2e4","7","7","7","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_d45dbf8b0e68582bad41","1996","오봉옥","Unknown","OriginalObserved2011","SEASON_39f6521083954078c676","7","8","8","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_64f2e583c83ac9996160","1996","유현승","Unknown","OriginalObserved2011","SEASON_3511367c90bb406d0ed6","4","6","7","3","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_2a36bd18200d3438b06b","1996","조규제","Unknown","OriginalObserved2011","SEASON_0a89f8814a9c0e5f9260","8","8","8","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_d3b5bee5e26a49efd0a8","1996","조원우","Unknown","OriginalObserved2011","SEASON_2b8f7b81350f0e950cd2","6","6","6","0","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_b7bb942a31caf0649b78","1996","최정환","Unknown","OriginalObserved2011","SEASON_47c022fa1aec9ae68f2d","6","6","7","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_b1b82ad81aa8ca7aa1ff","1996","최태원","Unknown","OriginalObserved2011","SEASON_67c53f89f100f7e74a7d","6","7","7","1","Validation","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_7f47d488cb746520569c","1997","곽채진","Unknown","OriginalObserved2011","SEASON_8f909b3944c85262d743","6","8","7","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_8545f47bd02b0b2017fa","1997","김상엽","Unknown","OriginalObserved2011","SEASON_9e54d36e08997978cec9","8","8","9","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e60ebcf390a9ef53a693","1997","김영진","Unknown","OriginalObserved2011","SEASON_da93e5a4afdf0a4fca3d","5","4","3","-2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_5f8e28ee827a5c7f2db5","1997","김태균","Unknown","OriginalObserved2011","SEASON_f15564e462b6259e1b73","7","7","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_32705dbcf54f338f32af","1997","김태한","Unknown","OriginalObserved2011","SEASON_1b3bad2afd5aa72cc003","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_4ca6b81dc6403233ee95","1997","김한수","Unknown","OriginalObserved2011","SEASON_125ba73a0d1aae879875","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_5010eb45bb7e5ea9a05d","1997","류중일","Unknown","OriginalObserved2011","SEASON_abdaa5ddb734d4fb8923","6","5","5","-1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_be1489555f7d190888ed","1997","박충식","Unknown","OriginalObserved2011","SEASON_17d41871ba9f829fd461","8","8","9","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_945f0858c84c48a86a30","1997","성준","Unknown","OriginalObserved2011","SEASON_0cb0da227217796c7801","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e21fa5211d834a649df1","1997","신동주","Unknown","OriginalObserved2011","SEASON_2800e019fc42803bac4a","9","8","10","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_f62b22d720e0125829cc","1997","양준혁","EX","OriginalObserved2011","SEASON_0d6a39948df9386c3b2c","10","10","10","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_118cbc65675e24a5a1a4","1997","이상훈","Unknown","OriginalObserved2011","SEASON_1ee1b0ad1a9017ea124d","5","6","5","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_8c19f7bbfe3a8c78cbc7","1997","이승엽","Unknown","OriginalObserved2011","SEASON_1c734b681ac10ab46425","9","9","10","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_c701c29a42cec8d549a0","1997","전병호","Unknown","OriginalObserved2011","SEASON_ccfc68114aca7d266534","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_f6c26e17955585792142","1997","정경배","Unknown","OriginalObserved2011","SEASON_c238fe4057e5542686f6","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_3774ee5b388dab8c935c","1997","정성훈","Unknown","OriginalObserved2011","SEASON_5e7b06deef5c05838c39","5","6","6","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_58d12955482f4e622be0","1997","최익성","Unknown","OriginalObserved2011","SEASON_fcd636b914d29ac00791","9","8","10","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_d7bbe05dae0b876d5a95","1997","최창양","Unknown","OriginalObserved2011","SEASON_2c4472df07351dc658b7","5","6","6","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_1f661ce435ae46d99c70","1997","최한림","Unknown","OriginalObserved2011","SEASON_aef68321c366aadf1323","4","3","4","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_32685acb9ba48dd2e546","1997","강태원","Unknown","OriginalObserved2011","SEASON_f26e9fa1b087fee89aff","5","7","8","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_96ef40072c0ed5ddc1ec","1997","김봉영","Unknown","OriginalObserved2011","SEASON_be58ecb41202c87286a8","4","4","4","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_98345cf5b833171fa34a","1997","김상진","Unknown","OriginalObserved2011","SEASON_085daa37679003b5cab5","7","8","9","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_193bbdc9b2e0c0d73c21","1997","김정수","Unknown","OriginalObserved2011","SEASON_fda764461b5b99e4103a","6","8","7","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_741f51e5e0d8d57094f7","1997","김종국","Unknown","OriginalObserved2011","SEASON_40be2823fcdf8ad9403c","6","6","6","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_c1542fb81007438d4015","1997","김창희","Unknown","OriginalObserved2011","SEASON_08505c36cabca999004d","7","6","7","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_77b37927ce31ba3bfc1d","1997","오철민","Unknown","OriginalObserved2011","SEASON_6847654f1096ad9df16d","4","4","3","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_0c54a90b064a9113b39f","1997","이강철","Unknown","OriginalObserved2011","SEASON_5b386f1ca36ea2621f35","9","9","9","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_7aba69c88fa94f7f8598","1997","이대진","Unknown","OriginalObserved2011","SEASON_44453fefd67f06e86011","10","9","9","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_cdd5fdbcd1db065e5c44","1997","이순철","Unknown","OriginalObserved2011","SEASON_611d3c984c55d415015a","6","5","5","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_595299a45ea2b552d2a3","1997","이원식","Unknown","OriginalObserved2011","SEASON_6e1872903627c7973df0","5","7","8","3","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_d5a99b271710851a4b72","1997","이재만","Unknown","OriginalObserved2011","SEASON_39296bbb96a14f99fcc2","4","5","5","1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_f021b933c10029c24d9c","1997","이종범","Unknown","OriginalObserved2011","SEASON_0335389fa183badb152c","10","10","10","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_6bd7dedc4dcc7e9c879c","1997","임창용","Unknown","OriginalObserved2011","SEASON_340fc0fdefc76e0ce873","8","9","10","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_ec3fe5ae8c73c17c7124","1997","장성호","Unknown","OriginalObserved2011","SEASON_37de93aafb0c11b23425","6","6","6","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_016f10d117c002ff5c77","1997","조계현","Unknown","OriginalObserved2011","SEASON_676864704e89f8176188","6","8","8","2","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_d61e1543c860aabcda40","1997","최해식","Unknown","OriginalObserved2011","SEASON_0f5f62a0ff314213d5fe","6","5","5","-1","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_a77ccd2ed2117d2b6168","1997","최훈재","Unknown","OriginalObserved2011","SEASON_f65cc0ce0cc88389f41c","8","7","8","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_24f02d66901f03f36758","1997","홍현우","Unknown","OriginalObserved2011","SEASON_84d051f80c237172cf50","8","8","8","0","Train","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_8c699f53994910585100","1998","김경기","Unknown","OriginalObserved2011","SEASON_34e1359f9d63d1b86355","7","8","8","1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_d7bf8e866becc24ce4bd","1998","김광림","Unknown","OriginalObserved2011","SEASON_f6670da70d92a87d4e41","6","5","5","-1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_294b02aa3ce84d423e11","1998","김수경","Unknown","OriginalObserved2011","SEASON_83b023206c5cd7b50b23","9","9","9","0","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_a00da82abd06c6df8867","1998","김익재","Unknown","OriginalObserved2011","SEASON_c1a879da8e0e0876d113","4","2","2","-2","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_0ee975fe4248ddc1801f","1998","김홍집","Unknown","OriginalObserved2011","SEASON_10fb49e89835c7dac704","4","4","4","0","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_6603435dae0f4504f980","1998","박경완","Unknown","OriginalObserved2011","SEASON_8159c2198f148c16af98","6","7","8","2","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_86a6b2eb718b2cc2a59c","1998","박재홍","Unknown","OriginalObserved2011","SEASON_d64db2954a1be2a9ea5b","9","8","8","-1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e66b058a5684232ee816","1998","박진만","Unknown","OriginalObserved2011","SEASON_278cb37e2c90751bb53f","5","5","5","0","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_3b74645842117dd2dd78","1998","스트롱","Unknown","OriginalObserved2011","SEASON_372db375ffd50567e716","8","7","7","-1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_f9baa1f55e9970df870a","1998","위재영","Unknown","OriginalObserved2011","SEASON_cd52a3796ecb8e387a79","7","8","9","2","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_a04cace78e85325fe30f","1998","이명수","Unknown","OriginalObserved2011","SEASON_b85552c9830bfcbc5d40","7","6","8","1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_1be5bbef27136ab4da83","1998","이숭용","Unknown","OriginalObserved2011","SEASON_6a37f51246f08f52cb1e","7","7","8","1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_ede2ad0a07fd707c00be","1998","전준호","Unknown","OriginalObserved2011","SEASON_801dc4cebca89e77574d","9","8","8","-1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_bf1675db21156374d642","1998","정명원","Unknown","OriginalObserved2011","SEASON_5f9a3e4fae167a32479e","10","9","10","0","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_e09aa8b794f4bd4278df","1998","정민태","Unknown","OriginalObserved2011","SEASON_cf6154461e62caab9ea8","10","9","10","0","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_96ffb518d0b48f01fed1","1998","조규제","Unknown","OriginalObserved2011","SEASON_22e99a9f91fdcf720daa","5","6","7","2","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_9c69a49987dbfcdf1076","1998","조웅천","Unknown","OriginalObserved2011","SEASON_f0f61fa4cfa7eb18a2ff","5","6","7","2","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_34ce4da7281437c64e59","1998","최원호","Unknown","OriginalObserved2011","SEASON_1f32e141c608c0262639","8","8","9","1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_1e03bf07ddb88754786c","1998","쿨바","Unknown","OriginalObserved2011","SEASON_88211d741f83405bbcc7","9","8","10","1","Holdout","Train","https://www.inven.co.kr/webzine/news/?news=86966"
"PM_1853e4fdbd3ec9c84686","1999","김기태","Unknown","OriginalObserved2011","SEASON_55d3c3472e95681c90d6","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_5fba6cb31bda1e8d1c26","1999","김상진","Unknown","OriginalObserved2011","SEASON_1652f364d8387245fed8","7","9","9","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_6bad3bbf80375afee2e8","1999","김영진","Unknown","OriginalObserved2011","SEASON_efec80f2f003ae96d750","4","3","3","-1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_ff785303e0241bd4b154","1999","김진웅","Unknown","OriginalObserved2011","SEASON_860d67e9b6f4038742be","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_0c4455cc1c2cada9ec6a","1999","김태균","Unknown","OriginalObserved2011","SEASON_ce7f64d86d16e6c1af94","6","6","6","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_482253415df074a97c4a","1999","김한수","Unknown","OriginalObserved2011","SEASON_1effa2b7a379a17d0997","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_6170168da7d04846be7d","1999","김현욱","Unknown","OriginalObserved2011","SEASON_c500d7cb42eab9fcf773","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_c1ef49eb0cbb958e4887","1999","노장진","Unknown","OriginalObserved2011","SEASON_114659389dcde40adc9c","8","9","9","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_816907816ae1d73173de","1999","박동희","Unknown","OriginalObserved2011","SEASON_01c7f1e248272f75ee3e","3","3","2","-1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_fef73dfe6bb5afd2bf04","1999","스미스","Unknown","OriginalObserved2011","SEASON_3522014e252c23996d80","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_dd835426f01fe62ae803","1999","신동주","Unknown","OriginalObserved2011","SEASON_b3848d51e83e55b7c0fb","8","7","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_d090612cae21e191cb5f","1999","이승엽","EX","OriginalObserved2011","SEASON_5563c7cf72d6410acb86","10","10","10","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_93ef1dd11e3bf83e88fc","1999","임창용","Unknown","OriginalObserved2011","SEASON_8c2db24ab2117b63c79e","9","10","10","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_0f0e350b0c9843b04424","1999","전병호","Unknown","OriginalObserved2011","SEASON_93344296e07e42ca43c2","5","7","7","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f667112736379c6e223b","1999","정경배","Unknown","OriginalObserved2011","SEASON_daa6d8656cd66ddd227c","8","8","8","0","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_3f1e4bf8bb9aa1aaaee5","1999","정현욱","Unknown","OriginalObserved2011","SEASON_c1abdf9982f7f30e1cde","5","7","7","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_f35dcceb34ff5170ebaa","1999","홀","Unknown","OriginalObserved2011","SEASON_9e2001fc6978a542e26b","5","6","6","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_a43baa8e18100731b6a6","2000","김기태","Unknown","OriginalObserved2011","SEASON_89533c607f541f4cedba","7","8","8","1","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_6ef40dceca22723fd274","2000","김상진","Unknown","OriginalObserved2011","SEASON_72e96ba692335588ad73","5","8","8","3","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
"PM_7d4aa748ef1eedbc8475","2000","김진웅","Unknown","OriginalObserved2011","SEASON_67dc299c8647181c0eb0","6","8","8","2","Train","Validation","https://www.inven.co.kr/webzine/news/?news=86951"
